class-label;book;books-href;author;year;language;mainchars;subgenre;place of action;time of action;plot goal;plot linearity;age;annotation;voters;score avg;votes;men 10s;men 9s;men 8s;men 7s;men 6s;men 5s;men 4s;men 3s;men 2s;men 1s;women 10s;women 9s;women 8s;women 7s;women 6s;women 5s;women 4s;women 2s;women 1s;<18 quantity;<18 score;18-24 quantity;18-24 score;25-34 quantity;25-34 score;35-44 quantity;35-44 score;45-55 quantity;45-55 score;>55 quantity;>55 score;Adventurous-rogue;Antiwar;Military;Ironic;Lyrical;Based on the game universe;Film novelization;Parody;Adventure;Manufacturing;Psychological;Religious;Using mythology;With many intrigues;With a pronounced love line;Satirical;Family and household;Social;Feminist;Philosophical;Erotic;Humorous
Dystopia;«Успеть до дождя»;https://fantlab.ru/work982430;Александр Сальников;2017;русский; Социальное | Психологическое;Антиутопия;Наш мир (Земля);Близкое будущее;Становление/взросление героя;Линейный с экскурсами;Для взрослых;Что может быть важнее социальной эффективности? Здесь, в Эдеме, за стенами которого – только мертвые земли, развалины старого мира?;5;6.07;14;0;0;1;1;4;4;0;0;0;0;0;0;0;2;2;0;0;0;0;0;;0;;2;7;1;8;3;5.67;1;7;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Утопия / Utopia»;https://fantlab.ru/work27986;Януш Зайдель;1981;польский; Социальное | Психологическое;«Мягкая» научная фантастика;Наш мир (Земля);Далёкое будущее;null;Линейный;Любой;Главный герой легкомысленно согласился написать рассказ об идеальном мире далекого будущего. Но вдохновение всё не шло, куда ни глянь — сплошная банальность и монотонность: взрывы, беспорядки, инопланетные гости и трупы людей...;7;6.82;17;0;2;0;9;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;0;;3;6.67;4;6.75;4;6.75;5;7.2;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Фабрика / The Mill»;https://fantlab.ru/work45265;Пол Ди Филиппо;1991;английский; Производственное | Социальное;Антиутопия;Вне Земли;Далёкое будущее;Контакт;Линейный;null;Уникальную люксаровую ткань на Фабрике в Долине производили всегда. Этим каторжным трудом занимались поколения и поколения фабричных рабочих, не знавших иного развлечения, кроме командной игры в мяч. Такое положение дел могло бы сохраняться вечно, если бы не сумасшедшая выходка старого брюзги, вечно недовольного своей жизнью. Иногда один поступок непредсказуемой личности способен привести к глобальным переменам мирового масштаба.;10;8.36;36;7;6;12;7;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;0;;3;8;9;8.33;4;8.5;3;8;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Фатерланд / Fatherland»;https://fantlab.ru/work215221;Роберт Харрис;1992;английский; Социальное | Приключенческое;Антиутопия;Альтернативная история нашего мира (Земли);20 век;Спецслужбы;Линейный с экскурсами;Любой;1964 г. альтернативной истории. Мир победившего в Европе нацизма, где празднуется двойной юбилей — двадцатилетия победы Третьего Рейха и 75-летия фюрера А. Гитлера.;22;8;162;11;43;56;25;5;4;1;0;1;0;1;3;7;4;1;0;0;0;0;0;;0;;23;8.17;25;8.6;22;7.59;17;8.24;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Флэшбэк / Flashback»;https://fantlab.ru/work402726;Дэн Симмонс;2003;английский; Психологическое | Социальное | Приключенческое;«Мягкая» научная фантастика;Наш мир (Земля);Близкое будущее;Становление/взросление героя;Линейно-параллельный;Любой;Это — Америка будущего, где половина населения употребляет наркотик флэшбэк, который позволяет еще раз пережить любые воспоминания из прошлого. Страна при этом зарабатывет тем, что продает своих солдат для участия в войнах государств Юго-Восточной Азии.;11;7.32;100;7;12;25;27;13;5;0;1;0;1;0;0;1;7;0;0;0;0;0;0;;0;;9;6.67;25;7.64;16;6.81;10;7.8;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Флэшбэк / Flashback»;https://fantlab.ru/work234069;Дэн Симмонс;2011;английский; Социальное | Приключенческое | Психологическое;Антиутопия;Наш мир (Земля);21 век;Путешествие к особой цели;Линейно-параллельный;Только для взрослых;Близкое будущее. США утратили статус мировой державы, раздавленные неподъемным национальным долгом, причем несколько штатов после успешной реконкисты отошли к Мексике, Россия, где правит бессменный «царь Владимир», продолжает сырьевой шантаж соседей, Япония соперничает за мировое владычество с новым Всемирным Халифатом, подмявшим под себя Европу и даже Канаду, а большинство американцев находятся во власти наркотика под названием флэшбэк, позволяющего ярко, как наяву, снова пережить любые события собственного прошлого. И вот к денверскому детективу Нику Боттому, флэшбэкеру со стажем, обращается Хироси Накамура — один из девяти японских федеральных советников, самых могущественных людей в США. Шесть лет назад Кэйго Накамура, сын советника, снимавший документальный фильм об американской эпидемии флэшбэка, был убит, и преступление осталось не раскрыто. Вел следствие Ник Боттом, но карьеры ему стоила не эта неудача, а флэшбэк, злоупотреблять которым он стал после смерти жены. Теперь же он является единственным, кто может под флэшбэком восстановить все материалы дела и, наконец, докопаться до истины. Истины, которая — если не случится чуда — будет стоить ему жизни.;50;7.5;609;45;81;174;146;63;16;10;4;2;2;5;6;20;23;5;2;3;1;0;1;8;2;7.5;68;7.43;117;7.44;70;7.61;34;7.76;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Хлорофилия»;https://fantlab.ru/work206375;Андрей Рубанов;null;русский; Социальное | Психологическое;«Мягкая» научная фантастика;Наш мир (Земля);Близкое будущее;Генетические эксперименты, мутации;Линейный с экскурсами;Для взрослых;22 век — глобальное потепление. Население России уменьшилось, и всё живет в Москве на природную ренту. А Москва поросла высокой травой...;12;7.86;110;15;16;42;12;5;2;2;1;0;2;0;1;7;3;1;1;0;0;0;0;;1;8;13;8.54;12;7.92;15;7.67;11;7.64;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Хлорофилия»;https://fantlab.ru/work174125;Андрей Рубанов;2009;русский; Социальное;Антиутопия;Наш мир (Земля);Близкое будущее;Генетические эксперименты, мутации;Линейный;Для взрослых;Москва XXII века окончательно побеждена изобилием и количеством народонаселения. Она загромождена зеленью, зеленью буквальной и метафоричной. Зелень вгрызается в небо, тянется ввысь, заставляя «расти» соседние дома. Её стебли — и наркотик, и двигатель социальной изменчивости, и символ столичного изобилия.;47;7.5;455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Хозяин»;https://fantlab.ru/work298648;Владимир Марышев;1994;русский; Ироническое | Социальное | Психологическое;Антиутопия;Наш мир (Земля);Далёкое будущее;Искусственный интеллект;Линейный;Любой;Ничто не вечно под Луной. Даже люди рано или поздно перестанут быть хозяевами Земли. И даже хозяевами самим себе...;7;7.63;19;1;2;5;1;3;0;1;1;0;0;2;1;2;0;0;0;0;0;0;0;;0;;0;;3;8.67;4;7;5;7.8;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Хромосомное зло / Synaptic Manhunt»;https://fantlab.ru/work78870;Мик Фаррен;1976;английский; Приключенческое | Социальное;Постапокалиптика;Наш мир (Земля);Неопределенное время действия;Путешествие к особой цели;Линейно-параллельный;Только для взрослых;Джеб Стюарт Хо с детства готовился к выполнению какой-то важной миссии. И вот этот момент наступил. Ради спасения мира, он должен найти и убить А. А. Като. Простая, на первый взгляд задача для воина Братства...;11;7.82;68;2;13;27;10;5;2;0;0;0;0;1;1;3;2;1;1;0;0;0;0;;0;;13;7.69;14;8;6;8.33;7;7.86;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Хроники неправильного завтра»;https://fantlab.ru/work17512;Лев Вершинин;1992;русский; Социальное | Приключенческое | Военное | Философское | Психологическое;«Мягкая» научная фантастика;Вне Земли;Далёкое будущее;Становление/взросление героя;Линейно-параллельный;null;Где, на какой планете (а может — на нашей?) находится многострадальная страна Дархай, разделённая Оранжевой Линией ненависти? Той ненависти, что порождает великие идеи квэхва, заставляющие людей сотнями и тысячами ложиться под танк, заваливать своими телами пропасть — для того, чтобы огнедышащая машина, ведомая «военным советником» с Земли, могла перейти на ту сторону и ринуться в бой. В последний бой.;8;7.71;70;4;21;16;16;2;1;1;2;0;0;0;1;2;0;2;1;0;1;0;0;;0;;1;8;11;7.82;22;7.82;12;7.83;___;___;_1_;___;___;___;___;___;_1_;___;_1_;___;___;___;___;___;___;_1_;___;_1_;___;___
Dystopia;«Хронополис / Chronopolis»;https://fantlab.ru/work63358;Дж. Г. Баллард;1960;английский; Психологическое | Социальное;Антиутопия;Наш мир (Земля);Близкое будущее;Становление/взросление героя;Линейный с экскурсами;Любой;Из-за высокой урбанизации города недалёкого будущего оказались перенаселены. Для снятия нагрузки с инфраструктуры и служб городов была применена система разделения времени. Часть граждан жила по расписанию одного временного «потока» (например, синего), другая часть — по своему режиму (например, зелёному), и т.п. Каждый «цвет» пользовался какими-то услугами только в отведённое ему время. Нарушать этот порядок было нельзя.;28;7.22;114;2;11;29;37;15;6;1;1;1;0;0;3;3;3;1;0;0;0;0;0;;0;;5;6.8;18;7.22;21;7.38;29;7.31;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Хэдхантер»;https://fantlab.ru/work199069;Руслан Мельников;null;русский; Социальное | Приключенческое;Постапокалиптика;Наш мир (Земля);Близкое будущее;Становление/взросление героя;Линейный;Только для взрослых;Всё новое — хорошо забытое старое! В ходе очередного финансового кризиса вспомнили эту банальную истину и нашли гениальнейший выход из тупика. Теперь наиболее ценится не золото и не нефть, а трудовые ресурсы. Тресы. Рабы, если в старых терминах. Их покупают, перепродают и спекулируют на бирже, используют везде где возможно и убивают на арене новых колизеев на потеху свободных граждан нового мира. Трес-рынок цветёт и пахнет, и экономика растёт как на дрожжах, удовлетворяя все прихоти свободных граждан. Но ведь любой ресурс кто-то должен добывать...;5;8.02;51;10;9;14;10;4;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;;2;6.5;6;8.17;11;8.55;7;8.71;7;8;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Царство мудрецов / Le regne des sages»;https://fantlab.ru/work23743;Пьер Буль;1953;французский; Социальное | Сатирическое;Антиутопия;Наш мир (Земля);Близкое будущее;Изобретения и научные исследования;Линейно-параллельный;Любой;После столетий ошибок разум и наука отпраздновали триумф над древними заблуждениями. Два правительства, две научные школы поделили между собой Землю. Победившая на очередных выборах партия электронистов решает с помощью пятидесяти гигантских трансформаторов- излучателей установить на всей планете температуру в 20 градусов. Но та же идея приходит в голову руководителю волнистов.;12;6.44;39;0;1;2;15;10;7;1;0;0;0;0;0;2;0;1;0;0;0;0;0;;0;;3;6.67;4;7.25;9;6;10;6.5;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;___
Dystopia;«Центр тяжести»;https://fantlab.ru/work1042405;Алексей Поляринов;2018;русский; Социальное | Психологическое | Семейно-бытовое | Производственное;Антиутопия;Альтернативная история нашего мира (Земли);20 век;Спецслужбы;Вложенный;Для взрослых;Роман Алексея Поляринова напоминает сложную систему озер. В нем и киберпанк, и величественные конструкции Дэвида Митчелла, и Борхес, и Дэвид Фостер Уоллес… Но его герои – молодые журналист, хакер и художница – живут в Москве и сопротивляются наступлению дивного нового мира. И защищают центр тяжести – свой, своих семей и своей родины – как умеют.;7;7.6;64;5;10;18;7;2;1;3;0;0;1;0;2;7;5;1;0;2;0;0;0;;1;8;18;7.28;6;7.33;9;7.11;0;;___;___;___;___;___;___;___;___;___;_1_;_1_;___;___;___;___;___;_1_;_1_;___;___;___;___
Dystopia;«Цивилизация страуса»;https://fantlab.ru/work966199;Сергей Мусаниф;2013;русский; Социальное;«Мягкая» научная фантастика;Наш мир (Земля);21 век;Становление/взросление героя;Линейный с экскурсами;Для взрослых;О приключениях нашего современника, Антона Гусева, в недалеком будущем… через 40 лет. Началось все с досадной мелочи, которая в любом другом случае не стоила бы упоминания, но Гусев расстроился. Он слишком хорошо знал, что обычно с таких вот мелочей все и начинается, а потом идет по нарастающей, и чем дальше, тем хуже. Может быть, у других людей все происходило и по-другому, и одна мелкая неприятность ничего не значила, но в жизни Гусева любая мелкая проблема была тем самым снежком, который провоцирует лавину.;7;8.25;81;14;19;25;13;3;0;0;0;0;0;0;1;2;2;0;2;0;0;0;1;7;0;;4;9;18;8.17;9;7.78;6;8.17;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Цилиндр Ван Троффа / Cylinder van Troffa»;https://fantlab.ru/work27916;Януш Зайдель;1978;польский; Социальное | Психологическое | Приключенческое;Антиутопия;Наш мир (Земля);Далёкое будущее;Генетические эксперименты, мутации;Линейный с экскурсами;Любой;Через много-много лет на родину вернулась звёздная экспедиция к планетам Дзеты на космическом корабле «Гелиос». Экипаж корабля высадили на Луне, привезли в посёлок Луна I и держат в заточении. Оказывается, за прошедшие годы на Земле произошла социальная катастрофа и человеческое общество разделилось на две ветви. Одна – тупиковая – осталась на Земле, а вторая улетела на Луну в надежде сохранить человеческую цивилизацию, переждать, пока земляне сами себя истребят – и тогда вернуться. Но космонавты решили самостоятельно во всём разобраться.;16;8.06;73;5;19;19;10;5;3;0;0;0;0;1;5;3;3;0;0;0;0;0;0;;0;;7;7.86;14;8.36;12;8.08;12;8.17;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Чайки над Кремлём»;https://fantlab.ru/work64875;Даниэль Клугер;1995;русский; Психологическое | Социальное | Приключенческое;Антиутопия;Альтернативная история нашего мира (Земли);20 век;Спецслужбы;Линейный с экскурсами;Любой;В этом мире Германия победила во второй мировой войне. Великий Рейх простёрся от Флориды до Сибири, а на месте Москвы плещется рукотворное море. Но подпольщики не прекращают борьбу и готовят новый теракт против нацистов.;8;6.39;28;1;2;3;8;3;5;1;1;1;0;0;0;0;1;2;0;0;0;0;0;;0;;1;10;1;2;12;6.17;6;6.5;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Человек из офиса / El oficinista»;https://fantlab.ru/work417024;Гильермо Саккоманно;2010;испанский; Психологическое | Социальное;Антиутопия;Наш мир (Земля);Близкое будущее;Клоны и клонирование;Линейный;null;Одно из самых ярких испаноязычных произведений последних лет. Книга, удостоенная престижной литературной премии «Библиотека Бреве». Критики сравнивают ее с лучшими романами Бьой Касареса и восхищаются умением автора «начертать очень простыми средствами сложную траекторию одной человеческой жизни». «Маленькие люди» из больших офисов. Их судьба — проблемы, радости и победы, повседневные унижения ради попытки сохранить работу, дающую хотя бы иллюзию избранности. Эти чиновники, винтики огромного механизма, отгородились от окружающего мира настолько старательно, что уже не замечают — или стараются не замечать, — что город, через который они каждый день отправляются на службу, с каждым днем все больше напоминает ад. Нельзя видеть. Нельзя думать. Нельзя мечтать. Потому что если однажды «маленький человек» осознает себя ПРОСТО ЧЕЛОВЕКОМ — последствия окажутся непредсказуемыми…;5;6.91;11;1;0;1;2;2;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;;0;;6;6.33;1;8;0;;0;;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Человек с жёлтой карточкой / Yellow Card Man»;https://fantlab.ru/work43995;Паоло Бачигалупи;2006;английский; Социальное | Психологическое;Антиутопия;Наш мир (Земля);Близкое будущее;Генетические эксперименты, мутации;Линейный с экскурсами;Только для взрослых;В повести молодого, но уже завоевавшего себе имя автора Паоло Бачигалупи речь идет о Таиланде не очень далекого будущего. Страна настолько переполнена иммигрантами, что они жестоко соперничают друг с другом за право обладания жёлтой карточкой, которая дает разрешение на получение работы. В повести рассказывается о человеке по имени Тран. Тран китаец. Когда-то он был преуспевающим бизнесменом, теперь же, когда вся его семья была убита, всё своё время он тратит на то, чтобы добыть эту жёлтую карточку и найти хоть чего-нибудь поесть. Тран встречает своего бывшего работника Ма Пина, которого сам когда-то уволил. Теперь же Ма Пин при деньгах, у него есть работа, а у Трана ничего этого нет. Эта встреча многое меняет в жизни Трана и приводит к некоторым трагическим последствиям.;70;7.66;392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Человек, который умел шутить / The Man Who Japed»;https://fantlab.ru/work5380;Филип Дик;1956;английский; Социальное | Психологическое;«Мягкая» научная фантастика;Наш мир (Земля);Близкое будущее;null;Линейный с экскурсами;Любой;Статуя отца нации – Майора Штрайтера – обезображена. Кто-то очень зло пошутил. Власти, пресса, граждане хотят знать, кто это сделал. Знать хочет и молодой директор процветающего информационного агентства, Ален Парсел. Его успехи в карьере феноменальны: Алену вдруг предлагают занять пост директора Телемедиа, отвечающей за мораль. Это очень ответственная должность, но энергичный Ален наверняка должен справиться. К тому же ему становится известно, кто пошутил со статуей Майора Штрайтера. Вот только это новое знание существенно усложняет и без того непростую жизнь Алена, ведь теперь ему действительно придется решать сложные вопросы морали…;38;7.56;342;24;46;107;80;30;15;5;3;1;0;3;3;11;13;1;0;0;0;0;0;;2;8.5;48;7.94;69;7.57;36;7.67;15;7.53;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Человек, упавший с неба»;https://fantlab.ru/work216383;Евгений Каманин;2010;русский; Социальное;Антиутопия;Наш мир (Земля);Далёкое будущее;Искусственный интеллект;Линейный;Для взрослых;Можно ли построить коммунизм на Земле? Оказывается, можно. Если тридцать процентов её жителей будут работать, а семьдесят под руководством Главного Компьютера — надзирать за ними … И вот в эту благодать вдруг с неба сваливается человек из прошлого…;5;4.81;21;0;0;0;2;5;5;3;3;0;1;0;0;0;0;1;0;1;0;0;0;;0;;3;5.33;4;4.5;4;4;4;5.25;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Человек-мозаика / The Jigsaw Man»;https://fantlab.ru/work23461;Ларри Нивен;1967;английский; Социальное;«Мягкая» научная фантастика;Наш мир (Земля);Близкое будущее;null;Линейный с экскурсами;Любой;Уоррен Льюис Ноулз должен умереть. В том, что смертный приговор будет вынесен, у него нет никаких сомнений, ведь каждый казнённый пополнит собою один из банков органов, которые когда-нибудь кого-нибудь спасут. Но то, что сделал Льюис, было лишь глупостью. Если уж быть казнённым, то хотя бы за что-нибудь стоящее...;35;7.13;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Червивая груша»;https://fantlab.ru/work435884;Александр Тюрин;2013;русский; Социальное | Приключенческое;Антиутопия;Наш мир (Земля);Близкое будущее;Изобретения и научные исследования;Линейный;Для взрослых;Мир, где полностью победил рынок и принцип максимизации прибыли. Мир, где по сути люди разделены на два класса: биороботов и биомассы. И это мир конца, потому что не может существовать дальше. Придет ли очищение и каким оно будет;12;5.6;56;0;2;4;7;14;17;1;2;4;0;0;0;0;1;2;1;1;0;0;0;;0;;5;4.8;9;5.11;13;4.92;8;5.75;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Червивая луна / Maggot Moon»;https://fantlab.ru/work544580;Салли Гарднер;2012;английский; Социальное;Антиутопия;Альтернативная история нашего мира (Земли);20 век;Становление/взросление героя;Линейный с экскурсами;Любой;Стена в нашем саду начала расти.;5;6.77;34;2;2;6;3;5;0;1;0;2;1;1;3;1;2;3;1;0;1;0;0;;1;2;12;8.08;5;7.2;3;5;0;;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Чёрное знамя»;https://fantlab.ru/work6894;Дмитрий Казаков;2014;русский; Социальное | Психологическое | Философское;«Мягкая» научная фантастика;Альтернативная история нашего мира (Земли);20 век;Революция;Линейный с экскурсами;Для взрослых;Они молятся на знамя с трезубцем, но при этом называют себя патриотами России и наследниками Чингисхана.;11;7.54;73;8;12;16;16;9;3;1;3;0;0;0;3;2;0;0;0;0;0;0;0;;1;7;9;7.78;13;7.62;13;7.92;9;7.33;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;_1_;___;___
Dystopia;«Чёртовы куклы»;https://fantlab.ru/work80594;Майк Гелприн;2007;русский; Психологическое | Приключенческое | С ярко выраженной любовной линией;Антиутопия;Наш мир (Земля);Близкое будущее;Становление/взросление героя;Линейно-параллельный;Для взрослых;В этом будущем время твоей жизни это главная валюта. Для совершения ограбления некая Организация собрала разношерстную группу «смертников», от которой легко избавиться после выполнения намеченного. Но все пошло не так как планировалось и безвольные «куклы» смогли показать свой характер.;37;7.92;136;6;15;47;23;8;3;1;0;0;0;8;7;14;3;1;0;0;0;0;0;;0;;15;7.47;37;7.76;19;8;15;8.4;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;_1_;___;___;___;___;___;___;___
Dystopia;«Чип-чип-ура!»;https://fantlab.ru/work8658;Ант Скаландис;2004;русский; Социальное | Сатирическое;Киберпанк;Наш мир (Земля);Близкое будущее;null;null;Любой;Борьба с терроризмом вступает в решительную стадию. Уже не помогает глобальная проверка документов, ежеминутные обыски, просвечивание и промывание желудка перед входом в метро... И тогда власти предложили вживлять специальные чипы всем без исключения, в том числе и потенциальным террористам.;5;5.64;11;0;0;0;2;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;3;5.33;0;;3;5;4;6.25;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;___
Dystopia;«Что мы делаем здесь?»;https://fantlab.ru/work1097113;Алексей Калугин;2018;русский; Социальное | Психологическое;Антиутопия;Вне Земли;Далёкое будущее;Становление/взросление героя;Линейно-параллельный;Любой;Им исполнилось двадцать в один день. Онеру и Раксу. Парню из Цитадели, и парню из Города. Между которыми – защитный периметр.;13;5.39;35;0;0;1;2;10;9;6;1;0;1;0;0;1;2;2;0;0;0;0;0;;0;;2;6.5;2;5;9;4.78;7;5;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Чудовище среди нас»;https://fantlab.ru/work423231;Татьяна Минасян;2013;русский; Социальное | Психологическое;Антиутопия;Наш мир (Земля);Близкое будущее;null;Линейный с экскурсами;Любой;Героем быть вредно. Вредно для общества. Ибо с древнейших времен выживали и двигали общество вперед слабейшие – те, кто не вставал навстречу опасности, а прятался от нее…;11;5.44;47;0;0;6;7;12;8;4;2;0;3;0;0;0;0;1;2;1;1;0;0;;0;;4;6.25;8;5.25;13;5.92;3;5;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Чужие»;https://fantlab.ru/work539813;Наталья Болдырева;2014;русский; Семейно-бытовое | Социальное;«Мягкая» научная фантастика;Наш мир (Земля);Близкое будущее;Становление/взросление героя;Линейный с экскурсами;Любой;Ох, как жесток мир социальной стабильности и стабильного потребления! Ох, как сложно принимать в нем решения. Тем более, когда они касаются твоих близких…;12;5.93;51;0;2;2;11;15;9;1;0;2;0;0;0;0;3;2;1;1;0;0;0;;0;;5;6.6;9;5;13;6.23;8;6.12;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;_1_;___;___;___;___
Dystopia;«Шар и Крест / The Ball and the Cross»;https://fantlab.ru/work131720;Г. К. Честертон;1909;английский; Религиозное (Христианство (Католичество )) | Философское;Антиутопия;Наш мир (Земля);20 век;null;Линейный;Для взрослых;Эвану Макиэну, приехавшему в Лондон из далекой горной деревушки в Шотландии, случайно попалась на глаза газета, в которой он прочитал нелицеприятные высказывания о Деве Марии. Он был настолько шокирован и возмущен этой статьей, что немедля вызвал на дуэль редактора газеты — убежденного атеиста Джеймса Тернбулла…;11;8.15;74;13;9;18;5;5;4;1;2;0;0;7;6;3;1;0;0;0;0;0;0;;1;6;9;8.89;9;8.11;12;8.33;7;7.57;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;_1_;___;___
Dystopia;«Эксгибиционист, или Проблемы самоидентификации»;https://fantlab.ru/work625645;Светлана Тулина;2015;русский; Психологическое;«Мягкая» научная фантастика;Наш мир (Земля);Далёкое будущее;Нетрадиционная ориентация героев;null;Только для взрослых;Психоанализ будет востребован и в далёком будущем, когда человечество заселит отдалённые уголки Галактики. Женщины, мужчины, гермафродиты — всем нужен мозгоправ, иначе единственное, что остаётся в этом сумасшедшем мире — это просто свихнуться.;6;4.92;25;0;1;1;2;3;3;4;1;3;1;0;1;0;0;2;1;1;0;0;0;;0;;5;5;6;5.67;4;2.25;4;5.5;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Dystopia;«Элоиза и врачи с планеты Пергамон / Elouise and the Doctors of the Planet Pergamon»;https://fantlab.ru/work77399;Жозефина Сакстон;1972;английский; Социальное;«Мягкая» научная фантастика;Вне Земли;Далёкое будущее;null;Линейный;Для взрослых;Элоиза была очень странной девушкой — ей уже 20 лет, а она ещё ни чем не больна... И вот её отправляют на врачебный консилиум, где сотня врачей попробует разобраться в таком странном случае.;16;6.17;55;1;2;2;15;19;12;2;1;0;0;0;0;0;0;0;1;0;0;0;0;;0;;1;6;10;6.7;14;6.36;11;6.45;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Эмансипация / Emancipation»;https://fantlab.ru/work54407;Томас Диш;;английский; Социальное | Психологическое;Антиутопия;Наш мир (Земля);21 век;Становление/взросление героя;null;Только для взрослых;Боз и Милли могут называть себя счастливыми людьми. Во-первых, их показатели по шкалам Стэнфорда-Бинса и Скиннера-Уоксмэна почти совпадают, а это значит, что они по всем параметрам идеальная пара;5;7.69;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Dystopia;«Энерган-22: Роман об одном фантастическом приключении / Енерган-22: Роман за едно фантастично приключение»;https://fantlab.ru/work95512;Хаим Оливер;1981;болгарский; Социальное | Приключенческое;«Твёрдая» научная фантастика;Наш мир (Земля);21 век;Изобретения и научные исследования;Линейный;Любой;Начало 21 века. Латиноамериканская страна Веспуччия, задыхающаяся от смога, находящаяся на грани экологической катастрофы, охвачена ещё и войной между сторонниками кровавого диктатора и левыми экстремистами — «динамитеросами». Растёт пропасть между купающимися в роскоши богачами и простым народом, вынужденным есть искусственную пищу, покупать кислород и воду за немалые деньги. Настоящим хозяином страны является безжалостный нефтяной король Мак-Харрис. Так продолжается до тех пор, пока неизвестный гений не изобретает «энерган» — дешёвое, экономичное, экологически чистое топливо. Как изменит «энерган» ситуацию в стране и во всём мире?;9;6.89;39;3;2;4;15;10;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;;1;6;1;7;3;8.33;9;7;15;6.53;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;_1_;___;___;___;___
